"filePath","row","Id","productUrl","returnUrl"
"./Crawler/Bing/Bing-Microsoft-Canada-en_CA.txt","2","911G1ZBXZS8X-MD0C","https://www.microsoft.com/en-ca/store/d/xbox-one-s-500gb-console--forza-horizon-3-hot-wheels-bundle/911G1ZBXZS8X/MD0C","https://www.microsoft.com/library/errorpages/smarterror.aspx?correlationId=93KfwzfRO0KsucqF.13"
"./Crawler/Bing/Bing-Microsoft-United_States-en_US.txt","2","911G1ZBXZS8X-MD0C","https://www.microsoft.com/en-us/store/d/xbox-one-s-500gb-console--forza-horizon-3-hot-wheels-bundle/911G1ZBXZS8X/MD0C","https://www.microsoft.com/library/errorpages/smarterror.aspx?correlationId=IsQ32lSRvESTV/ZW.5"
