"filePath","row","Id","productUrl","returnUrl"
"./Crawler/Channel Advisor/ChannelAdvisor-Australia-en_AU.txt","2","911G1ZBXZS8X-FZ13","https://www.microsoft.com/en-au/store/d/xbox-one-s-500gb-console--forza-horizon-3-hot-wheels-bundle/911G1ZBXZS8X/FZ13","https://www.microsoft.com/library/errorpages/smarterror.aspx?correlationId=8jNcZ51ENUmfmFgd.7"
