"filePath","Id","productUrl","returnUrl"
"./Crawler/test/Australia-en_au.csv","8MCPZJJCC98C-3JZG","https://www.microsoft.com/en-au/store/d/surface-book-2/8MCPZJJCC98sssssC/3JZG","https://www.microsoft.com/library/errorpages/smarterror.aspx?correlationId=Os3TD/g+Bk2fkkNc.2"
